study_hours_per_day,attendance_percentage,previous_exam_score,assignments_completed,sleep_hours,participation_in_class,internet_usage_time,extra_study_activities,stress_level,final_score
4.0,74.9,76.5,74.8,7.6,high,4.6,1,medium,99.0
2.5,86.8,70.1,56.5,4.0,high,0.9,0,low,91.8
2.4,73.7,52.8,100.0,6.4,medium,1.3,0,high,86.8
4.4,81.0,76.0,95.2,5.8,medium,0.0,1,medium,99.0
3.5,77.1,70.9,85.3,8.4,low,3.2,0,medium,97.6
5.3,90.0,95.9,82.5,6.6,medium,2.0,0,medium,99.0
5.4,77.2,67.7,100.0,6.5,high,1.8,0,high,99.0
5.2,94.1,86.2,98.2,7.0,medium,4.0,1,medium,99.0
5.1,81.5,54.5,97.4,6.4,medium,2.6,1,low,99.0
7.2,77.5,57.6,86.9,6.7,low,0.8,0,high,99.0
3.0,71.5,80.4,74.8,7.2,medium,8.0,1,low,99.0
4.6,86.5,85.1,91.5,6.6,medium,3.3,1,high,99.0
6.5,93.0,58.6,92.2,6.6,medium,1.5,0,medium,99.0
6.7,86.7,71.3,77.1,6.0,medium,2.2,1,high,99.0
2.4,100.0,53.0,74.7,5.8,high,3.1,1,high,98.2
4.2,98.3,68.6,97.0,7.2,high,3.1,0,medium,99.0
6.9,80.9,81.9,100.0,7.4,medium,5.7,1,high,99.0
5.5,80.8,65.3,68.8,5.5,low,3.3,0,low,99.0
5.0,88.7,67.8,76.0,7.9,high,6.7,1,low,99.0
4.4,75.6,56.3,85.3,7.9,high,2.6,1,medium,99.0
4.1,95.7,62.6,87.3,8.2,high,4.2,1,medium,99.0
5.2,87.6,93.9,72.2,7.4,medium,5.2,1,low,99.0
4.3,86.6,71.9,100.0,7.8,low,5.6,1,medium,99.0
4.6,90.9,58.0,86.3,9.5,high,5.8,0,high,99.0
4.8,100.0,66.9,88.0,6.8,medium,2.9,0,high,99.0
3.6,85.7,50.2,100.0,5.9,medium,3.4,1,medium,99.0
5.6,82.9,57.8,73.3,5.4,medium,0.0,1,medium,99.0
9.0,99.1,88.7,78.7,9.0,medium,3.0,0,low,99.0
1.9,93.7,69.1,61.2,9.0,medium,5.4,1,medium,92.3
5.2,80.8,95.6,77.4,6.1,medium,5.0,1,high,99.0
3.5,84.1,69.8,57.7,6.3,medium,3.2,1,high,99.0
5.6,86.0,70.5,91.2,6.7,medium,6.5,1,medium,99.0
4.8,87.6,79.3,86.3,8.4,low,2.7,1,low,99.0
5.9,70.4,36.3,75.8,5.7,high,2.1,1,medium,99.0
6.6,68.6,73.7,78.5,4.9,medium,2.6,0,medium,99.0
5.0,75.1,70.4,91.4,9.5,medium,1.4,1,low,99.0
6.5,74.4,90.3,63.0,7.4,medium,4.5,1,low,99.0
0.9,77.6,83.5,83.1,7.6,medium,3.9,1,medium,91.4
7.2,90.3,56.3,90.5,6.9,medium,4.5,1,medium,99.0
5.3,82.3,87.1,53.3,7.6,low,2.7,0,high,99.0
6.4,86.0,67.6,90.3,5.4,high,3.3,0,high,99.0
2.7,71.8,59.2,54.9,6.2,low,0.0,0,medium,80.5
3.4,79.4,73.6,78.2,7.2,high,4.1,1,medium,99.0
4.9,89.9,68.4,62.5,4.6,medium,3.6,1,high,99.0
4.7,89.9,91.0,100.0,6.8,low,1.4,1,low,99.0
5.2,76.8,75.4,62.6,6.7,medium,3.2,1,high,99.0
6.4,85.6,73.7,55.2,6.8,medium,2.9,0,low,99.0
1.9,100.0,82.7,82.0,6.5,high,6.6,1,high,99.0
6.3,83.8,85.2,73.8,6.0,high,1.5,1,low,99.0
4.7,77.1,81.2,57.4,5.1,medium,4.0,1,high,99.0
4.4,82.3,89.5,87.9,7.3,medium,1.4,1,low,99.0
2.3,84.9,78.9,50.1,6.8,high,2.4,1,high,99.0
5.5,82.5,73.2,64.5,5.6,medium,3.9,0,medium,99.0
0.8,83.7,87.1,71.4,7.2,medium,3.0,0,low,89.6
5.7,69.6,69.8,92.0,6.8,medium,3.4,1,high,99.0
2.3,74.4,71.4,99.4,6.6,medium,4.0,1,low,99.0
4.8,82.5,93.4,96.5,4.7,high,2.5,1,medium,99.0
4.5,82.3,92.1,77.7,7.9,medium,5.0,1,medium,99.0
6.6,78.3,70.9,43.6,5.7,high,2.9,0,high,99.0
4.4,82.2,65.1,85.9,7.2,medium,3.2,1,high,99.0
3.6,84.6,90.0,100.0,6.2,medium,4.1,0,medium,99.0
3.9,92.9,81.4,98.5,6.7,medium,3.8,0,high,99.0
6.7,83.0,75.1,86.9,8.4,high,4.6,1,high,99.0
5.6,88.0,66.8,62.2,7.7,medium,4.0,0,medium,99.0
4.1,78.6,75.3,72.1,8.3,high,4.2,0,medium,99.0
4.3,89.7,70.7,100.0,7.5,medium,2.8,0,medium,99.0
2.2,87.8,62.4,58.7,7.5,medium,1.5,1,medium,95.4
5.3,92.7,72.7,62.8,5.1,high,0.8,0,medium,99.0
1.9,91.1,74.5,94.1,6.8,high,0.4,1,medium,99.0
5.9,89.9,66.1,73.5,6.9,medium,6.6,1,high,99.0
4.9,83.0,82.7,62.3,8.4,high,0.0,0,medium,99.0
8.5,86.4,87.8,100.0,6.5,medium,5.5,1,medium,99.0
2.9,94.6,83.6,86.9,7.4,low,1.9,1,low,99.0
4.5,77.5,67.4,74.3,7.3,high,5.5,1,low,99.0
7.6,77.7,80.8,62.8,8.4,high,0.0,1,high,99.0
6.6,85.8,72.0,100.0,7.0,low,3.0,1,medium,99.0
3.6,88.2,54.9,79.6,8.0,high,6.0,1,high,99.0
5.1,75.8,79.7,100.0,5.2,medium,4.7,1,medium,99.0
4.7,83.3,72.9,93.4,5.3,high,2.8,0,low,99.0
5.2,83.1,99.0,72.2,4.6,high,0.0,1,medium,99.0
3.6,61.8,89.9,72.3,8.0,high,1.0,0,high,99.0
4.6,81.8,80.2,100.0,7.8,high,5.9,0,low,99.0
2.1,82.4,74.2,100.0,8.1,high,2.8,0,medium,99.0
4.9,82.4,73.1,51.8,6.4,medium,3.3,0,low,99.0
5.4,98.2,58.0,88.2,6.5,medium,3.9,0,medium,99.0
4.3,71.8,48.4,78.2,7.0,medium,1.1,1,low,99.0
2.1,75.8,59.7,64.5,8.7,high,4.1,0,medium,84.8
6.3,57.9,70.4,83.9,9.0,low,2.6,0,high,99.0
5.3,79.2,43.6,59.8,8.0,high,3.9,0,medium,99.0
3.5,80.0,63.9,73.0,7.5,medium,2.4,1,high,97.1
4.3,78.9,67.8,68.0,8.6,high,0.6,0,high,99.0
2.3,95.1,68.2,72.5,6.8,medium,2.6,0,medium,92.1
3.1,92.6,62.4,78.9,6.7,high,4.6,1,low,99.0
3.8,84.8,66.6,64.8,7.0,high,4.1,0,medium,99.0
6.7,80.3,93.4,100.0,6.0,medium,3.5,0,low,99.0
3.7,94.3,79.6,87.4,6.9,medium,5.0,1,high,99.0
5.7,83.8,63.7,100.0,5.9,medium,3.0,1,high,99.0
3.8,75.8,70.1,77.6,8.2,high,3.5,1,low,99.0
5.1,66.8,70.6,71.8,7.7,high,2.5,0,medium,99.0
4.5,79.6,61.0,100.0,8.7,medium,5.1,1,medium,99.0
6.1,91.5,61.0,71.3,5.3,low,3.9,0,low,99.0
3.8,100.0,84.1,77.3,9.2,medium,2.4,1,medium,99.0
2.2,84.6,65.5,90.8,5.4,low,0.7,0,low,86.4
2.5,76.3,56.8,61.4,5.8,high,5.4,0,medium,82.8
3.8,72.2,70.4,90.7,6.4,medium,2.1,0,medium,99.0
2.7,89.5,72.5,88.8,8.5,high,3.5,1,medium,99.0
5.4,66.4,45.4,99.0,7.3,high,7.6,1,medium,99.0
4.0,89.5,70.5,93.4,6.8,high,4.8,0,medium,99.0
8.5,92.2,82.3,99.5,6.2,medium,6.3,1,medium,99.0
1.9,88.4,76.9,78.3,5.6,medium,2.4,1,medium,96.9
5.0,81.8,99.0,67.1,8.3,high,5.3,1,medium,99.0
2.9,89.6,87.3,100.0,8.0,high,3.4,1,high,99.0
3.9,85.7,89.8,57.1,8.6,high,4.1,0,low,99.0
4.9,76.2,99.0,58.6,7.5,medium,7.0,1,medium,99.0
1.0,100.0,80.9,88.5,4.2,low,2.9,1,low,90.2
5.1,80.5,73.1,100.0,5.7,high,3.4,1,medium,99.0
7.7,91.8,83.7,82.8,7.6,high,1.8,1,medium,99.0
4.0,59.8,63.7,95.0,6.7,medium,5.0,1,high,98.0
5.1,96.8,72.4,50.1,6.5,high,2.4,0,high,99.0
6.3,98.7,62.6,72.5,5.9,low,5.2,0,medium,99.0
4.4,84.3,76.2,51.9,8.1,medium,0.4,0,medium,99.0
3.8,89.6,62.5,91.7,7.6,medium,4.4,1,high,99.0
1.1,89.6,62.1,56.8,7.7,medium,2.2,1,medium,70.2
5.7,77.6,76.4,60.8,6.4,medium,4.7,1,medium,99.0
4.5,89.5,69.2,87.7,7.3,medium,3.4,0,high,99.0
3.1,75.9,45.9,95.9,5.6,medium,2.4,0,medium,84.7
4.9,77.9,52.1,77.6,7.0,medium,2.7,0,medium,99.0
3.8,95.3,56.1,88.6,4.3,medium,1.9,1,low,99.0
3.9,93.7,59.5,88.1,5.4,medium,4.9,1,low,99.0
5.7,76.9,76.4,76.8,6.7,high,1.5,0,high,99.0
2.6,76.7,73.8,63.6,9.7,medium,2.9,1,low,91.3
6.4,77.5,84.8,88.5,5.1,medium,4.0,0,medium,99.0
2.5,91.3,80.8,89.2,5.7,low,6.3,0,medium,99.0
3.6,74.0,84.9,93.4,7.3,high,3.4,1,medium,99.0
7.8,87.6,78.9,84.7,9.0,high,3.0,0,low,99.0
6.5,91.5,73.7,62.5,7.3,high,3.9,0,low,99.0
4.9,83.1,85.3,90.4,7.9,high,0.0,0,medium,99.0
3.2,94.1,83.0,80.0,6.7,medium,1.2,1,medium,99.0
3.9,81.0,75.9,72.8,6.5,high,2.7,1,high,99.0
4.8,81.9,87.5,75.6,7.2,medium,2.1,0,medium,99.0
4.8,74.2,40.5,69.6,6.4,high,0.5,1,high,99.0
4.6,94.2,67.2,93.3,7.9,high,4.9,1,medium,99.0
4.7,76.3,67.0,58.7,5.3,high,3.9,1,medium,99.0
4.4,87.5,86.0,65.1,8.1,medium,3.7,1,high,99.0
2.4,83.3,91.4,75.1,7.1,medium,2.2,0,high,99.0
3.9,73.5,52.1,100.0,6.9,medium,3.5,1,medium,99.0
6.2,77.9,89.3,95.8,5.3,medium,4.3,1,medium,99.0
2.5,97.8,55.8,55.4,6.0,high,2.9,1,high,94.6
4.4,86.0,56.2,100.0,8.4,high,4.2,1,low,99.0
3.4,73.9,68.0,100.0,6.9,medium,2.0,1,medium,99.0
4.9,87.1,66.9,62.4,7.4,high,3.6,1,medium,99.0
4.1,82.5,50.7,42.2,6.1,medium,5.5,1,high,90.2
7.1,100.0,79.4,78.9,7.1,medium,5.6,1,medium,99.0
5.5,86.9,79.8,96.8,5.6,medium,5.8,0,medium,99.0
2.6,80.2,84.7,100.0,7.2,medium,3.9,1,high,99.0
5.8,98.2,65.4,66.9,7.5,high,3.5,0,low,99.0
3.5,65.6,70.5,100.0,7.5,high,2.6,1,high,99.0
3.8,84.9,70.6,46.6,6.1,high,0.1,0,low,99.0
5.2,100.0,92.9,74.5,6.7,medium,1.0,0,high,99.0
3.9,82.8,35.0,73.7,7.7,medium,3.1,1,medium,99.0
6.1,66.7,58.6,97.3,6.9,medium,3.2,0,medium,99.0
3.5,80.0,71.1,99.5,6.8,medium,5.9,0,medium,99.0
3.7,98.5,56.9,94.3,9.2,medium,5.8,1,high,99.0
3.6,87.8,67.6,59.7,6.1,medium,2.2,0,medium,98.2
3.8,75.6,69.4,92.9,8.3,high,4.9,0,low,99.0
6.5,77.1,62.5,87.6,5.8,medium,2.5,1,low,99.0
5.7,78.4,71.8,54.9,7.8,high,4.6,0,medium,99.0
7.4,87.6,79.2,49.0,7.9,medium,4.9,1,medium,99.0
8.3,97.4,67.9,95.6,6.5,medium,5.6,0,medium,99.0
3.1,94.5,65.1,77.3,5.8,high,2.5,0,medium,99.0
4.8,88.6,68.8,60.7,4.9,high,5.2,0,high,99.0
2.8,70.7,70.9,76.9,6.4,high,0.0,0,medium,98.3
3.5,70.7,48.4,85.5,7.7,high,5.7,0,low,93.6
3.7,89.3,77.0,78.8,5.9,medium,3.4,1,medium,99.0
3.0,70.5,65.1,56.7,7.2,high,3.4,1,medium,99.0
3.0,81.7,87.4,100.0,5.5,high,0.0,0,high,99.0
4.5,87.0,78.7,95.1,6.8,medium,2.7,1,medium,99.0
2.8,72.6,86.2,75.0,5.8,low,5.8,0,low,93.8
6.0,73.8,57.9,75.6,7.0,medium,2.6,1,high,99.0
3.2,83.1,66.2,85.4,6.5,high,4.7,1,medium,99.0
9.0,89.0,54.8,63.1,5.8,high,3.5,1,high,99.0
4.0,94.6,61.8,84.8,6.4,high,5.3,1,medium,99.0
4.8,90.1,87.3,60.0,6.1,medium,3.7,1,high,99.0
2.6,84.7,90.3,78.9,5.7,low,1.7,1,high,92.7
7.4,76.5,56.1,62.5,8.3,medium,3.5,0,high,99.0
6.5,73.3,65.0,63.2,6.7,medium,6.3,0,low,99.0
5.2,78.9,70.0,100.0,4.7,low,4.3,0,high,99.0
2.5,88.1,78.6,80.9,6.4,low,3.2,1,high,98.3
5.0,87.4,48.1,83.1,8.1,low,7.5,1,medium,98.9
2.9,63.0,50.2,49.8,6.3,medium,5.5,0,medium,73.2
7.0,76.1,77.4,71.0,8.7,high,4.9,1,medium,99.0
6.0,96.0,45.7,86.9,6.2,medium,4.0,1,high,99.0
4.9,84.8,65.2,82.9,7.7,medium,4.7,0,high,99.0
0.8,69.8,73.1,47.7,8.2,medium,4.8,1,medium,73.2
3.1,100.0,76.4,83.1,7.6,high,0.0,0,medium,99.0
5.8,83.7,69.2,85.5,5.6,high,4.1,1,low,99.0
6.6,87.8,66.2,99.3,6.1,medium,3.1,1,medium,99.0
6.5,88.0,82.0,70.2,8.4,high,2.5,1,high,99.0
2.2,80.3,74.7,46.4,6.2,high,3.0,0,medium,96.6
5.2,76.7,62.6,65.0,8.2,medium,0.6,0,high,99.0
6.3,100.0,71.5,63.5,6.6,medium,0.2,0,medium,99.0
2.0,94.0,76.0,91.1,7.3,medium,5.6,1,medium,98.6
4.7,92.2,93.3,39.2,5.6,medium,4.2,0,high,99.0
5.1,89.8,81.2,73.3,6.4,medium,0.0,0,low,99.0
4.2,74.0,86.8,100.0,6.1,medium,2.4,0,high,99.0
1.7,96.8,63.1,80.1,7.3,medium,5.0,0,high,72.2
4.2,75.6,64.2,93.4,7.2,medium,2.9,0,high,99.0
4.2,86.8,67.9,55.4,7.6,medium,5.6,0,high,99.0
4.5,67.6,69.1,56.0,6.6,medium,5.3,1,medium,99.0
3.8,63.6,57.9,100.0,6.1,low,1.0,0,medium,94.6
4.0,87.2,87.5,81.5,7.3,medium,3.1,1,high,99.0
4.6,75.9,82.5,81.5,6.0,medium,2.6,0,medium,99.0
5.4,64.1,67.0,63.2,8.3,high,0.9,1,high,99.0
4.2,89.4,79.3,81.5,7.0,medium,0.8,1,low,99.0
4.0,100.0,73.9,62.8,6.7,low,1.9,1,high,99.0
4.8,97.9,80.4,97.8,7.6,low,2.2,0,medium,99.0
1.6,81.4,53.5,100.0,7.0,medium,3.9,1,high,87.9
5.5,84.1,69.1,87.3,5.3,low,5.3,0,medium,99.0
4.7,92.9,70.2,70.5,5.9,medium,4.3,0,medium,99.0
4.8,95.2,79.1,42.0,8.3,medium,4.8,1,high,99.0
6.2,80.6,62.8,54.7,7.2,high,2.9,1,medium,99.0
1.6,84.3,38.5,100.0,5.3,medium,4.5,0,medium,74.5
1.5,87.0,56.9,64.6,7.5,low,3.1,0,low,81.1
5.1,89.5,70.2,74.4,6.5,medium,2.6,1,medium,99.0
4.7,82.7,71.8,89.8,6.1,high,6.8,0,medium,99.0
5.0,82.8,92.9,100.0,5.8,medium,0.0,1,medium,99.0
4.0,97.8,78.6,77.0,8.2,high,0.0,0,low,99.0
5.8,96.1,72.1,73.9,4.9,medium,4.1,0,low,99.0
6.2,88.8,70.6,81.1,6.2,low,2.9,1,high,99.0
5.5,100.0,85.4,70.6,7.2,medium,0.8,1,medium,99.0
4.3,80.1,63.3,71.4,8.8,high,1.5,0,low,99.0
1.3,100.0,69.2,86.2,7.7,high,1.7,1,low,99.0
5.9,89.4,56.8,82.8,6.2,high,5.0,1,low,99.0
6.7,100.0,89.4,100.0,8.8,medium,5.6,1,high,99.0
5.7,72.1,76.1,86.6,5.6,high,6.4,0,high,99.0
3.3,77.1,61.8,97.3,7.4,medium,0.5,1,medium,99.0
5.8,88.2,69.5,63.9,7.6,medium,0.9,1,medium,99.0
6.1,88.0,77.6,87.9,6.1,medium,0.8,0,high,99.0
7.2,100.0,67.7,69.2,7.9,high,5.7,0,medium,99.0
3.3,77.3,64.1,85.9,6.5,medium,4.2,1,medium,99.0
4.3,93.0,62.5,90.3,7.9,medium,3.5,1,medium,99.0
5.9,95.6,75.4,80.7,5.1,medium,3.8,1,high,99.0
4.8,91.0,66.3,100.0,7.5,medium,3.3,1,medium,99.0
2.9,74.4,65.1,100.0,6.6,low,1.4,1,medium,99.0
5.4,98.1,53.6,97.7,8.4,high,4.3,1,high,99.0
5.6,96.3,72.0,91.5,7.1,low,3.1,1,low,99.0
4.8,90.0,68.6,100.0,8.5,medium,1.2,0,medium,99.0
5.1,86.0,66.8,58.4,7.7,medium,4.4,1,medium,99.0
4.3,86.3,73.6,100.0,7.0,medium,2.6,1,high,99.0
7.1,83.2,80.7,65.1,8.0,medium,3.8,0,low,99.0
3.3,90.4,80.1,71.5,8.0,medium,3.2,1,medium,99.0
3.8,84.3,78.2,88.4,7.6,medium,5.0,0,high,99.0
4.7,75.5,67.9,98.5,4.6,medium,3.8,1,high,99.0
6.1,73.5,63.6,62.7,6.0,high,1.8,0,medium,99.0
2.3,76.5,57.4,72.3,8.6,medium,4.0,1,medium,91.8
2.6,86.2,63.3,81.5,5.7,medium,4.0,1,low,95.0
1.4,83.7,71.3,77.2,8.1,high,4.3,0,medium,86.7
4.8,86.2,60.8,92.8,7.9,medium,5.3,1,medium,99.0
2.9,89.0,72.2,100.0,6.3,high,2.3,1,high,99.0
4.1,77.7,58.4,86.3,4.9,high,4.6,1,high,99.0
5.8,98.7,49.4,69.0,6.5,high,0.3,1,high,99.0
3.7,81.3,81.7,60.6,9.4,medium,3.2,1,low,99.0
5.1,79.7,64.8,75.1,6.2,high,2.9,1,medium,99.0
4.2,88.8,60.1,65.9,6.2,medium,6.0,1,high,99.0
5.8,65.6,56.8,87.0,6.0,medium,3.1,0,low,99.0
5.5,76.1,76.5,86.8,8.4,high,4.5,0,low,99.0
3.6,93.8,88.9,73.1,6.8,medium,0.2,1,medium,99.0
4.4,66.6,65.8,100.0,6.4,high,2.8,0,low,99.0
6.4,95.2,68.2,69.0,8.7,medium,1.9,1,low,99.0
5.3,99.1,84.9,78.2,7.7,low,7.9,1,medium,99.0
2.5,80.3,47.5,89.6,6.1,medium,2.2,0,high,80.0
5.7,86.9,96.6,93.4,5.8,high,3.5,0,low,99.0
3.0,95.2,99.0,99.2,8.4,medium,3.6,1,medium,99.0
7.0,79.3,35.8,86.4,7.1,high,0.5,0,medium,99.0
6.3,92.7,69.7,95.8,5.4,medium,2.5,0,medium,99.0
5.2,77.3,61.7,70.0,5.1,high,4.1,1,medium,99.0
5.0,79.2,67.6,93.8,5.9,medium,3.6,1,low,99.0
4.4,76.0,65.6,93.6,5.7,high,0.0,0,low,99.0
5.8,87.4,81.6,100.0,4.8,medium,2.4,0,medium,99.0
4.1,95.6,69.5,55.0,5.9,medium,5.2,0,high,99.0
5.1,82.2,59.2,66.4,6.1,high,4.5,1,medium,99.0
6.1,71.3,68.8,92.3,6.6,low,5.6,0,medium,99.0
3.8,73.2,77.7,40.2,9.0,medium,1.6,1,high,96.9
3.7,87.9,55.6,87.4,6.8,high,5.7,0,high,91.8
2.8,100.0,49.6,95.9,6.9,high,3.3,0,high,99.0
3.0,87.9,96.9,71.4,7.7,high,6.3,0,medium,99.0
1.8,80.1,62.6,73.5,6.8,high,3.4,1,high,86.2
5.9,91.7,69.2,63.9,7.5,high,0.0,1,medium,99.0
7.6,81.6,65.8,72.2,7.4,medium,4.9,0,medium,99.0
7.0,80.2,78.1,72.6,7.2,medium,2.6,1,high,99.0
2.1,74.4,94.0,69.8,10.0,high,2.7,1,medium,93.9
5.9,98.1,78.5,68.9,8.1,high,0.8,1,high,99.0
7.0,58.6,51.3,75.9,5.9,low,6.3,0,high,99.0
4.0,92.0,53.0,75.8,7.5,medium,2.5,1,medium,99.0
4.9,79.4,65.8,100.0,6.2,medium,6.2,0,medium,99.0
1.5,79.9,67.5,74.1,7.6,high,2.6,1,high,86.8
5.1,100.0,48.6,85.2,5.6,medium,1.7,0,medium,99.0
3.0,76.9,81.7,71.3,5.9,high,5.8,1,medium,97.7
5.0,77.2,56.9,71.2,7.5,high,3.3,1,low,99.0
2.2,82.7,90.4,54.4,8.2,medium,3.3,1,high,88.7
5.6,88.1,94.7,56.4,7.7,medium,1.1,1,high,99.0
6.3,79.6,67.8,61.9,8.0,medium,2.6,0,low,99.0
3.4,68.3,76.7,82.8,7.5,medium,4.2,0,high,93.6
2.9,75.3,55.0,96.1,7.3,medium,1.1,0,high,92.0
1.3,96.8,79.1,53.2,6.5,medium,2.4,0,low,99.0
4.3,84.7,64.5,71.8,8.0,high,2.6,0,medium,99.0
3.8,88.5,56.9,59.5,8.2,medium,3.5,0,medium,97.1
2.2,81.4,67.2,76.0,7.0,low,6.1,0,high,80.3
5.4,77.4,64.9,96.1,7.0,medium,2.9,1,medium,99.0
4.0,100.0,66.8,73.3,8.9,high,2.2,1,low,99.0
3.0,82.1,83.3,79.3,7.1,medium,8.3,0,medium,99.0
3.8,79.6,60.8,100.0,7.2,medium,2.6,0,medium,99.0
6.4,95.0,93.6,86.9,7.6,high,3.1,0,low,99.0
5.7,76.8,53.8,68.6,7.0,low,2.8,1,medium,99.0
4.5,78.1,92.0,82.4,6.2,medium,2.9,0,low,99.0
5.7,84.1,57.8,67.6,7.5,medium,3.5,1,high,99.0
2.8,84.0,71.0,86.3,7.1,high,5.1,1,high,99.0
4.8,86.6,64.6,87.7,9.1,high,4.1,0,high,99.0
4.9,100.0,66.5,59.5,8.0,low,5.3,0,low,99.0
3.9,87.4,81.4,82.6,6.4,high,5.3,1,medium,99.0
5.4,60.2,90.5,78.2,7.9,high,3.8,1,high,99.0
3.5,87.3,86.5,88.2,7.4,high,4.1,0,medium,99.0
5.5,84.4,65.7,92.5,8.5,high,5.4,1,low,99.0
5.6,84.4,73.4,87.2,6.5,high,1.4,1,low,99.0
0.5,86.5,60.8,75.5,7.3,low,7.9,0,medium,65.2
6.6,83.7,58.1,94.0,7.0,medium,2.5,0,medium,99.0
0.5,83.5,56.1,66.9,7.2,high,2.8,1,high,72.8
3.7,90.1,65.3,60.2,6.1,medium,1.2,1,high,99.0
6.3,78.6,74.2,32.1,7.7,medium,1.3,0,high,99.0
4.2,74.5,46.1,78.9,7.6,high,5.2,1,high,97.9
2.4,100.0,70.4,67.7,8.5,high,7.5,1,medium,95.4
3.0,76.8,90.7,86.0,7.1,high,2.4,1,low,99.0
6.3,85.0,85.6,50.4,6.6,high,4.0,1,low,99.0
1.6,69.0,63.4,70.3,8.0,low,3.8,0,high,59.6
6.5,85.2,52.8,87.1,6.2,high,5.2,1,medium,99.0
4.6,74.7,77.0,64.6,8.3,high,7.4,0,high,99.0
2.8,79.6,40.9,86.1,8.3,low,6.1,1,low,81.2
3.8,94.5,85.4,71.6,8.5,medium,3.0,0,low,99.0
3.1,88.7,68.2,79.5,7.5,high,4.4,1,high,99.0
6.1,89.7,94.8,88.9,6.6,medium,4.5,0,high,99.0
5.9,66.3,48.5,94.3,7.2,low,3.4,0,high,99.0
1.9,100.0,82.9,81.4,7.5,medium,1.4,1,low,99.0
4.1,72.1,69.7,67.8,6.5,medium,2.0,1,medium,99.0
3.3,99.3,66.7,73.1,8.6,medium,5.5,0,medium,99.0
6.8,94.2,53.2,89.6,7.7,high,5.7,0,high,99.0
2.5,89.8,78.7,64.7,6.1,medium,3.0,0,medium,91.4
7.3,75.5,79.8,77.3,9.2,high,3.9,1,medium,99.0
4.6,85.5,94.2,74.2,7.2,low,5.6,1,low,99.0
2.8,79.3,84.1,78.4,5.9,medium,0.3,1,high,95.5
3.6,84.3,63.3,64.9,6.2,medium,2.6,0,low,99.0
3.4,81.5,57.9,52.2,8.7,high,7.0,1,high,99.0
2.7,63.6,53.2,87.8,9.1,high,3.9,1,low,99.0
4.9,95.2,90.2,94.5,8.2,medium,1.4,0,medium,99.0
2.7,83.2,60.9,53.1,8.6,high,3.6,1,high,90.8
1.2,79.2,90.2,85.5,8.4,low,5.2,0,medium,82.5
4.1,78.4,77.8,96.2,7.7,medium,0.0,1,medium,99.0
1.8,87.6,75.3,88.9,7.5,high,3.7,0,medium,89.8
3.5,75.1,67.0,73.7,7.7,medium,2.7,1,medium,99.0
3.2,61.4,79.6,65.8,7.9,high,0.4,0,high,98.0
3.3,88.1,70.8,81.2,6.3,medium,3.5,1,medium,98.9
7.9,89.2,66.2,83.7,7.9,high,3.2,1,low,99.0
4.8,82.0,80.0,81.4,8.7,medium,3.4,1,high,99.0
5.1,72.5,69.1,77.3,6.9,low,2.8,0,low,99.0
1.9,84.9,60.6,63.8,6.8,medium,1.6,1,medium,89.3
3.7,69.4,78.8,86.3,7.6,high,0.8,1,high,99.0
5.0,73.7,70.2,87.1,6.4,medium,2.2,0,high,99.0
3.1,76.5,77.4,83.0,5.7,medium,4.9,1,low,96.5
6.2,92.4,65.1,81.7,8.4,low,3.8,1,medium,99.0
2.8,80.4,55.3,100.0,6.6,low,3.3,1,medium,92.2
4.2,79.5,93.6,70.6,7.1,low,1.5,1,medium,99.0
3.8,100.0,91.1,99.2,6.4,high,2.7,1,high,99.0
5.0,87.5,82.5,69.0,8.5,medium,4.7,1,medium,99.0
3.7,87.4,66.0,96.6,8.0,medium,4.3,1,medium,99.0
4.3,80.3,67.1,98.5,6.8,medium,2.5,1,medium,99.0
4.3,78.0,89.0,75.6,5.8,medium,0.0,0,medium,99.0
3.5,62.1,66.4,100.0,6.7,medium,2.2,0,high,91.1
5.5,93.7,62.8,87.0,7.7,low,2.5,1,medium,99.0
5.1,88.5,95.3,66.8,7.3,medium,1.8,1,low,99.0
4.6,82.2,70.4,74.4,7.2,high,2.7,0,medium,99.0
4.0,82.6,94.0,97.0,7.3,medium,4.9,1,medium,99.0
6.0,91.4,52.8,93.8,7.9,high,3.3,0,high,99.0
4.3,68.5,77.7,64.1,7.1,low,5.2,1,high,96.4
4.2,78.1,97.9,77.9,7.6,high,0.7,1,high,99.0
4.9,72.6,71.4,83.1,6.0,high,2.9,1,medium,99.0
7.4,100.0,67.6,72.4,9.9,low,0.0,0,high,99.0
2.6,92.8,55.8,100.0,6.8,medium,2.6,1,medium,99.0
5.9,62.0,85.1,83.5,7.3,medium,1.5,1,medium,99.0
1.7,68.9,61.0,79.1,7.7,high,5.7,1,medium,88.2
5.0,82.7,69.8,97.9,6.6,medium,4.1,0,high,99.0
7.2,79.3,55.0,74.5,7.1,medium,5.2,1,high,99.0
5.5,70.8,91.2,95.1,7.1,medium,2.6,0,medium,99.0
5.0,100.0,86.0,55.0,6.1,low,1.6,1,high,99.0
3.8,87.1,70.6,73.2,7.6,medium,1.5,1,high,99.0
4.7,88.7,56.0,95.7,5.3,medium,3.9,1,high,99.0
4.3,77.1,91.0,100.0,9.0,high,6.7,0,medium,99.0
3.4,91.2,66.2,68.4,8.0,high,4.1,1,high,99.0
4.2,80.2,56.6,66.7,7.8,medium,2.7,1,high,99.0
5.0,81.2,48.1,88.5,5.2,medium,3.1,0,medium,99.0
